DemAffl,DemAge,PromSpend,PromTime,TargetBuy
6,74,0.01,7,1
6,73,6000,2,0
9,67,0.01,9,0
11,65,0.01,8,0
12,40,0.01,5,1
9,58,13000,4,1
8,49,1017.55,8,0
6,64,1200,9,1
6,67,3026.67,7,0
12,44,0.01,5,0
16,39,100,11,1
11,65,2000,2,0
7,36,4.8,4,1
9,36,420.01,10,1
7,51,0.01,5,0
11,59,5000,4,0
5,46,100,8,0
10,35,0.02,6,1
11,61,10000,4,0
12,71,3000,4,0
6,68,6000,2,1
10,57,9053.35,9,0
13,34,0.01,7,1
10,61,20589.99,3,1
13,64,0.01,6,1
5,69,6053.34,4,0
12,58,100,10,0
12,49,6000,2,0
7,31,2400,8,0
11,34,6000,5,0
4,60,1000,9,0
9,33,250,1,0
11,66,20207.01,3,0
13,68,30000,4,1
6,38,0.01,4,0
6,79,30053.35,17,0
6,54,3000,9,0
9,56,18000,2,0
9,45,6000,1,0
11,39,3000,5,0
13,53,2750,5,0
7,69,1000,7,0
7,54,600,9,0
7,50,0.01,5,0
6,42,0.01,5,0
18,70,3000,5,0
15,29,0.01,5,1
9,46,0.01,8,0
4,51,9000,3,0
9,64,18158.67,7,1
6,68,2000,9,0
4,31,0.01,5,1
10,57,3000,8,0
13,37,0.01,5,1
6,31,0.01,8,0
3,48,0.01,9,0
9,49,1500,5,0
12,26,40,3,1
7,69,1000.01,5,0
5,67,4000,3,0
13,58,6000,2,1
6,53,2500,8,0
15,71,2213.86,5,1
14,62,101,4,0
6,76,3000,6,0
6,60,0.01,11,0
9,78,13000,6,0
6,53,100,2,0
11,46,0.01,5,0
17,41,0.01,5,1
9,42,2000,1,0
14,67,6000,2,1
12,68,20351.58,3,0
10,63,4071,8,0
10,71,6000,6,0
14,45,500.01,9,0
7,37,6000,1,1
4,72,3000,3,0
3,51,0.01,5,0
6,53,1000,4,0
12,37,6053.35,6,1
13,38,0.01,7,1
10,77,3000,4,0
5,75,2500,12,0
11,54,25000,1,0
14,39,2500,6,1
12,64,3000,9,0
5,42,1000,5,0
13,57,2000,2,1
5,44,0.01,5,0
10,73,7000,1,0
13,55,6000,1,0
8,77,11963.35,19,0
9,77,5000,4,0
9,49,0.01,5,0
6,56,6053.35,10,0
6,42,3000,2,0
10,49,1000,4,0
6,55,0.01,9,0
10,51,3000,8,0
5,48,600,8,0
7,41,9000,1,0
9,59,0.01,8,0
6,62,0.01,11,0
5,61,2500,6,0
10,56,1000,4,1
3,45,0.01,9,0
10,49,0.01,8,0
3,77,2000,14,0
11,64,6053.34,4,0
7,68,5000,5,0
7,62,0.01,5,0
7,45,0.01,5,0
9,69,29958,5,1
6,36,0.01,8,0
9,34,0.01,5,1
9,50,0.01,8,0
8,72,3000,7,0
13,75,6000,4,0
0,61,6000,8,0
12,65,6053.35,6,0
14,52,0.01,4,0
8,62,10600,3,0
8,64,18053.35,6,1
10,63,5000,12,0
16,66,6000,2,0
5,37,0.01,5,0
8,47,420,5,0
7,65,3000,8,0
11,31,0.01,5,1
11,42,0.01,5,0
10,43,0.01,8,0
5,67,100,1,0
7,62,5400,16,0
8,35,500,8,1
9,71,6000,7,0
7,43,0.01,5,0
11,61,12000,3,1
12,69,4884.25,8,1
8,74,21053.35,21,0
8,62,15000,8,0
5,54,1000,4,0
4,62,12053.35,7,0
9,78,7100,11,0
15,37,1500,4,1
8,76,6000,4,0
11,71,16000,12,0
7,48,6000,8,0
7,47,0.01,4,0
5,59,0.01,8,0
6,67,5000,5,0
14,43,0.01,7,0
19,41,0.01,5,1
3,50,30000,2,0
8,45,0.01,8,0
14,48,0.01,5,1
9,75,2600,7,0
7,76,6000,2,1
9,44,1000,1,1
8,51,0.01,5,0
9,51,0.01,5,0
22,34,0.01,8,1
10,35,0.01,9,0
10,65,4000,5,1
13,64,1105.32,7,1
15,61,71.77,5,0
8,59,6000,1,0
6,55,6000,6,0
10,46,100,11,1
5,67,6000,2,0
6,40,0.01,5,0
6,51,0.01,7,0
10,32,3000,9,1
8,55,12000,3,0
5,65,9053.35,11,0
8,61,2000,17,0
14,59,6000,5,1
14,35,8025,3,0
10,62,2000,9,0
9,47,0.01,9,0
13,66,0.01,8,0
9,47,22000,3,0
8,45,0.01,5,0
17,37,0.01,5,1
5,70,1000,5,0
7,59,600,4,0
7,56,2440.32,13,0
9,66,3000,11,0
5,35,0.01,8,0
4,42,0.01,4,1
11,37,6000,3,1
5,41,420,1,0
6,47,420,8,0
6,66,6000,5,1
12,45,0.01,4,0
8,59,0.01,8,0
7,60,6105.32,8,0
8,26,5300,7,1
4,21,6000,2,0
15,34,0.01,5,1
6,75,6000,2,0
4,57,0.01,8,0
5,45,15000,3,0
7,53,1000,12,0
7,48,0.01,8,0
9,71,6000,5,0
8,37,1109.12,3,1
9,62,9000,4,1
15,67,12000,8,1
7,59,0.01,5,0
5,73,14000,8,0
10,60,16053.35,8,0
8,37,2617.45,4,0
4,40,600,8,0
6,44,3050,9,1
11,52,0.01,5,0
9,56,2000,5,1
12,52,11000,4,0
11,58,6000,2,1
8,48,0.01,4,0
10,71,12000,8,0
4,31,0.01,5,0
12,40,2400,1,0
9,38,0.01,4,1
13,37,3000,2,1
12,49,0.01,5,1
8,40,6000,1,0
18,32,0.01,8,1
13,37,720,11,0
7,64,6000,1,0
5,72,3000,14,0
6,54,0.01,7,0
8,69,1105.32,7,0
10,74,3052.65,8,0
8,41,0.01,5,0
6,67,780,20,0
4,61,18000,2,0
10,64,4500,5,0
10,50,0.01,5,0
7,63,0.01,8,0
12,38,0.01,7,1
16,44,0.01,5,1
23,22,6000,1,1
5,63,1500,9,0
14,68,3000,8,1
11,33,0.01,8,0
16,28,0.01,4,1
10,59,0.01,5,0
7,34,0.01,6,1
4,74,6053.35,7,0
7,55,1860,5,0
7,57,50,11,0
11,63,6053.35,7,0
9,46,0.01,6,0
8,48,0.01,5,1
14,43,100,7,0
6,64,4000,6,0
12,63,25000,4,0
12,43,42000,11,1
11,49,10000,6,0
9,45,0.01,4,0
12,29,200,8,1
14,36,5000,5,1
11,73,3000,16,1
6,47,6000,3,0
5,64,20618.08,3,0
6,38,1000,6,0
12,38,0.01,5,0
4,60,3017.78,5,0
7,64,10000,5,0
9,75,23105.32,8,0
11,50,0.01,8,0
5,51,6000,1,0
6,62,1500,5,0
15,28,6053.35,6,1
10,53,1938.13,6,0
10,47,2000,5,0
5,63,25000,8,0
10,52,500.01,9,0
7,43,50,10,1
11,53,0.01,8,0
10,48,100.01,9,1
10,72,10000,4,0
11,58,7800,19,1
11,55,9000,2,0
9,70,3000,1,0
12,57,0.02,9,0
5,59,18105.32,7,0
23,54,2500,3,1
2,43,0.01,7,0
4,32,0.01,8,0
11,33,0.01,5,0
5,38,600,5,0
6,39,0.01,8,1
5,66,1000,4,0
10,29,0.01,4,0
7,25,0.01,4,0
7,53,35000,9,0
7,48,0.01,8,0
3,43,0.01,5,0
7,50,0.01,8,0
9,59,5000,4,0
7,51,9000,8,0
5,62,6000,5,0
6,41,0.01,8,0
10,43,0.01,8,1
8,52,11000,7,0
11,60,11447.78,32,0
5,69,4489.63,7,0
9,78,6000,2,0
7,75,1505.11,6,1
6,63,300,8,0
10,68,0.01,16,1
11,69,12053.35,18,0
8,45,6000,1,0
8,37,0.01,5,1
8,71,3000,8,0
5,71,4855,20,0
7,58,0.02,8,0
8,43,0.01,5,0
4,37,4800,8,0
9,62,0.01,8,0
8,71,6000,6,0
8,51,0.01,6,0
9,52,2000,1,0
8,76,6000,1,0
13,54,0.01,7,1
10,26,4500,2,0
13,78,3000,9,1
4,67,8000,14,0
9,52,2000,5,0
16,40,1000,9,1
8,62,5000,2,0
6,44,2035.1,7,0
7,57,1740,4,0
9,44,4035.56,4,0
4,51,0.01,8,0
7,38,11053.35,7,0
10,47,0.01,8,0
9,43,0.01,8,1
14,55,300,8,1
11,72,1000,9,0
10,65,3000,8,0
14,44,9000,8,1
10,29,500,1,1
8,47,3000,8,1
6,43,0.01,4,0
13,58,12000,12,1
8,61,0.01,8,0
9,48,50,10,0
5,50,0.01,4,0
9,63,77.79,2,0
8,59,6000,2,0
11,39,7802.36,11,1
9,62,0.01,8,0
6,58,6000,4,0
8,55,13116.5,9,0
9,49,0.01,5,0
11,60,0.01,9,0
23,29,0.01,5,1
7,50,6107.64,11,0
15,41,2035.01,8,1
12,34,0.01,7,1
9,50,100,1,0
9,64,1000,5,0
4,72,50000,5,0
12,43,1800,1,1
4,61,12000,8,1
7,41,0.01,5,0
10,49,12000,8,0
8,45,6053.34,4,0
5,57,420.01,8,0
6,63,3000,9,0
9,37,0.01,9,1
8,49,0.01,5,0
9,47,0.01,5,0
10,62,1000,23,0
6,49,9000,27,0
7,54,500,9,0
7,62,2000,3,0
8,54,3075.99,1,0
9,66,12000,2,0
12,62,0.01,10,0
10,64,3000,5,0
6,32,500,4,0
12,49,0.02,5,0
10,58,6000,2,0
8,58,6000,2,0
8,50,0.01,5,0
12,52,1000,5,0
5,70,6000,4,0
4,60,7500,3,0
7,47,0.01,4,0
10,44,0.01,4,1
5,59,7833.76,12,0
11,51,2000,1,0
6,23,2000,5,0
10,46,420,11,0
10,50,22380.66,0,0
5,51,720,1,0
9,68,8467.73,13,1
7,43,0.01,1,0
7,36,0.01,4,0
10,66,40000,4,0
10,36,0.01,5,1
10,27,0.01,5,0
12,42,6000,1,1
9,59,3000,5,0
7,58,200.01,10,0
8,70,1000,4,0
8,71,7292.49,3,0
4,77,3000,22,0
7,51,5000,13,0
11,75,6053.82,12,0
15,35,1000,4,1
5,35,0.01,4,0
12,48,0.01,5,0
7,57,0.01,26,0
7,41,480,4,0
5,53,0.01,5,0
13,55,4000,5,0
8,63,2500.01,4,0
12,53,14000,8,0
12,32,300.01,9,1
8,68,1000,5,0
8,59,3000,8,0
8,36,0.01,8,1
8,51,6000,1,0
8,28,0.01,4,1
7,65,20643.53,3,0
11,37,0.01,4,1
8,76,2623.91,4,0
4,53,0.01,7,0
9,76,3000,3,0
11,67,0.02,5,0
13,71,5000,12,1
13,33,0.01,4,0
11,48,3000,8,0
9,31,420,4,0
15,61,4000,3,1
5,76,4500,16,0
11,47,0.01,5,0
5,61,480,4,0
8,37,6653.35,11,1
9,60,5000,20,0
8,25,6105.32,7,0
10,45,2000,5,0
6,46,0.01,5,0
11,59,1200,5,1
9,60,4000,6,0
8,55,4500,1,0
8,68,6000,5,0
8,65,0.01,8,0
7,29,21000,1,1
11,39,0.01,8,0
10,51,3000,3,0
12,63,1100,8,1
5,72,12053.35,5,0
9,71,12056.7,7,0
9,42,0.01,8,0
11,57,6000,2,0
10,49,3000,5,1
3,74,6053.35,5,0
14,37,0.01,8,1
14,40,0.01,10,0
6,47,255.7,16,0
6,59,11000,1,1
7,58,4085.03,9,0
10,61,600,8,0
10,49,35,3,0
6,53,0.01,7,0
8,51,5000,6,0
17,59,0.01,5,1
6,64,21105.32,7,0
11,35,3000,10,1
8,73,12000,4,0
7,34,900,9,0
9,56,18176.79,4,0
10,41,300,9,1
9,50,3000,1,0
12,43,3536.48,5,0
9,62,0.01,9,0
10,59,9600,8,0
12,62,6000,3,1
19,49,0.01,5,1
5,75,5842.12,8,1
5,39,50,11,0
8,59,0.01,16,0
3,52,3000,8,0
9,42,6000,2,1
6,59,3260,7,0
12,70,6000,1,0
10,50,0.01,8,0
6,66,5500,6,0
3,28,5000,3,0
8,64,300,9,0
9,63,500,9,0
7,67,0.01,7,0
7,47,600,11,0
12,54,6000,1,1
7,46,6000,5,0
10,69,15088.81,8,1
7,56,7000,8,0
10,36,11500,11,1
9,55,18204.09,7,0
5,47,250,3,0
15,32,0.01,5,1
7,75,480.01,18,0
8,76,500,16,0
13,39,12000,2,1
10,71,1500,5,1
7,64,18000,4,0
7,52,6053.34,4,0
8,54,3000,8,0
11,60,12600,9,0
7,24,1000,3,1
8,61,6000.01,8,0
5,58,4000,6,0
6,66,6000,2,0
3,62,12000,2,0
9,34,0.01,4,1
9,54,12000,4,0
6,68,1000,1,0
10,59,240,18,1
3,45,6053.34,4,0
14,43,600,4,0
7,53,4000,6,0
10,36,0.01,5,0
9,42,0.01,10,0
15,46,0.01,5,0
7,34,0.01,5,0
14,68,8000,6,0
5,75,6000,2,0
7,62,4000,5,0
5,58,0.01,5,0
13,30,2500,3,0
6,55,0.01,9,0
13,45,2412.45,4,0
6,58,0.01,5,0
8,48,3000,3,0
7,32,3480,11,1
5,62,0.01,8,0
9,67,9000,8,0
11,45,0.01,8,1
9,77,1000,6,0
8,48,0.01,20,0
5,72,60138.81,27,0
3,68,6000,5,1
9,47,2400,8,0
10,56,6053.35,10,0
6,49,1280,9,1
10,54,25500,4,0
6,27,3500,3,1
9,41,8500,2,0
8,46,0.01,10,0
7,32,2000,1,0
6,53,9000,11,0
15,36,0.01,7,0
11,49,6000,8,0
6,33,0.01,5,0
7,50,0.01,8,0
4,51,2550,14,0
7,75,6105.32,8,0
8,78,750,19,0
8,62,7500,11,1
9,62,3000,7,0
8,37,0.01,8,0
9,42,300,9,0
11,35,1000,8,0
3,28,1200,1,1
9,30,750,9,1
9,61,3000,7,0
13,38,3000,4,1
9,77,12000,5,0
7,66,6000,5,1
10,30,50.01,4,1
6,38,1000,1,1
14,37,0.01,4,1
11,41,0.01,5,1
16,40,0.01,5,1
3,74,20725.6,3,0
7,41,6000,4,0
6,56,3000,4,0
7,31,0.01,5,1
9,32,0.01,5,1
8,68,1000,1,1
8,46,1000,5,0
7,68,6000,1,0
7,72,500,18,0
12,41,0.01,9,1
8,77,50,6,0
11,42,600.01,5,1
10,76,5000,1,0
14,30,0.01,4,1
7,76,3426.88,23,0
8,70,10000,5,0
15,75,0.01,6,0
8,54,10000,16,0
5,76,5567.74,27,0
8,75,6000,1,0
10,48,0.02,8,0
6,48,13257.44,4,0
11,27,1500,1,1
7,41,1350,10,1
12,66,10000,4,1
9,57,4000,4,1
7,67,2000,8,0
11,35,35,1,1
8,76,12106.7,7,0
10,38,3000,1,1
10,29,100,2,0
5,46,20,10,0
7,52,0.01,10,1
10,26,0.02,4,0
12,68,500,13,0
8,49,6000,5,0
8,49,0.01,5,1
10,78,6000,2,1
2,63,12158.67,8,0
11,59,0.01,5,0
5,40,0.01,5,0
9,62,0.01,5,0
12,57,2000,6,0
3,52,0.01,5,0
5,75,3083.82,6,0
14,56,0.01,9,0
8,51,0.01,8,0
9,70,12000,2,0
14,79,6053.34,4,1
11,36,3000,13,0
7,54,1000,9,0
12,26,75,3,1
9,44,0.01,4,0
11,33,0.01,5,0
9,44,0.01,5,0
19,37,1000,4,1
23,50,6000,3,1
22,59,10000,4,1
10,42,6000,5,1
8,29,6000,1,1
12,77,10000,24,0
6,74,20000.01,7,0
6,53,1000,1,0
7,31,1500,5,0
12,75,500,10,1
6,65,6000,5,0
11,34,0.01,5,1
10,67,3000,2,0
9,75,20000,10,0
7,56,0.01,5,0
13,48,7600,10,1
11,50,0.01,6,1
9,67,3000,2,0
7,37,6000,6,0
11,46,0.01,5,1
15,47,6053.35,6,1
7,40,2400,8,1
8,78,5000,4,0
8,73,4500,21,0
12,66,11904.09,4,0
5,52,6000,2,0
11,35,0.01,5,1
9,49,1250,1,0
10,66,0.01,4,0
8,41,12000,5,0
6,43,0.01,11,0
7,62,20266.31,3,0
8,67,12106,8,0
9,46,12,5,0
8,75,15000,4,0
5,66,6000,1,0
10,42,20050,4,1
6,52,0.01,7,0
10,70,6000,16,0
6,43,1200,1,0
10,48,3000,8,0
11,45,600,4,0
9,64,6000,13,1
8,42,500,1,1
3,66,3000,17,1
17,57,0.01,8,1
8,47,0.01,9,0
9,60,240,4,1
12,51,0.01,5,0
6,69,8884.25,8,0
7,65,473.89,7,0
11,50,1500,1,0
8,39,0.01,4,0
11,47,0.01,7,0
10,43,1500,5,0
9,30,750,4,0
9,63,3000,6,0
10,59,1000,4,0
8,65,6000,2,0
8,67,3000,9,0
9,49,300,8,0
11,70,6000,2,1
13,67,5000,3,1
7,62,8000,4,0
6,72,3220,11,0
5,67,6053.35,7,0
6,41,8180,9,0
9,74,3000,5,0
9,73,9053.35,27,1
9,49,3000,5,0
10,68,9000,8,0
13,43,3000,2,0
11,39,0.01,7,0
12,35,0.01,9,0
10,51,6000,6,0
12,65,6000,11,1
10,33,0.01,5,0
7,79,18500,12,0
7,58,25000,1,0
19,56,4000,1,1
8,54,600,2,0
8,55,0.01,6,0
8,41,0.01,5,0
10,57,2000,8,1
16,45,0.01,8,1
9,40,0.01,8,0
9,40,40.8,3,1
9,60,6000,2,0
5,76,7000,7,0
8,35,0.01,4,1
13,52,2496.03,7,0
10,66,6000,2,0
7,61,6000,6,0
10,61,0.01,9,0
5,62,6000.01,5,1
2,64,20610.51,3,0
9,70,3000,5,0
7,43,50.01,5,1
9,62,8200,5,1
7,47,3000,8,1
4,70,500,9,0
12,57,6000,5,0
6,55,6000,4,0
8,78,3289.08,5,0
3,77,12000,2,0
7,43,1020,4,1
11,35,1000,5,1
11,56,0.01,4,1
8,66,35042.92,19,0
7,31,1420.01,5,0
8,72,3000,8,1
14,66,3063.98,12,0
8,59,0.01,10,0
6,35,6000,4,0
17,57,0.01,7,1
7,59,0.01,8,0
12,33,100,1,0
9,30,0.01,7,0
13,43,6052.66,7,1
9,38,0.01,8,1
11,35,0.01,8,1
10,37,0.01,5,1
14,70,6000,1,1
15,64,48069.4,8,1
9,49,5179.23,4,0
11,48,2000,1,0
13,55,0.01,4,1
14,70,6000,2,0
8,53,15000,2,0
13,44,0.01,4,1
15,41,50,9,1
6,52,1860,4,0
12,46,0.01,5,0
7,48,6000,24,1
16,31,420,5,0
12,41,10884.25,12,0
7,47,0.01,7,0
6,49,1980,1,0
10,71,0.01,7,1
3,48,1000,5,0
9,63,0.01,5,0
11,50,1000,9,0
9,38,3450,5,0
10,39,0.01,4,1
8,37,500.01,9,1
4,49,0.01,9,0
7,47,6000,1,0
10,71,2000.01,8,0
5,24,800,1,0
4,72,8000,11,0
12,64,0.01,7,0
5,63,6300,5,0
10,63,0.01,8,0
9,46,200.01,8,0
18,62,5000,4,1
7,47,0.01,9,0
5,44,6000,5,1
11,43,600,4,0
10,58,6000,4,1
6,40,0.01,4,0
9,28,1000,4,1
9,56,50.01,10,0
8,35,6000,5,1
7,56,5804.06,21,0
9,50,0.01,5,0
6,74,8875,12,1
11,37,420,1,1
10,58,3000,7,0
6,56,0.01,7,0
21,37,0.01,10,1
5,69,6053.35,5,0
9,78,12000,16,0
8,63,6000,3,1
9,50,3000,9,0
4,55,6500,12,0
8,43,20724.34,3,0
5,29,4600,4,0
4,40,0.01,5,0
19,52,8500,6,1
11,69,20032.36,8,0
15,58,19992.01,3,1
11,59,200,1,0
5,71,18000,4,0
8,38,0.01,8,1
8,56,0.01,8,0
7,54,3500,4,0
20,41,0.01,9,1
8,49,0.02,5,0
7,64,5000,11,0
7,42,360,1,1
11,38,0.01,9,1
7,53,6000,2,0
8,37,0.01,10,1
12,46,2035.25,5,0
15,69,0.01,8,0
5,43,0.01,8,0
5,69,2000,4,0
8,48,3000,8,0
7,44,0.01,5,1
9,69,3000,8,0
9,58,5000,5,1
11,50,0.01,5,0
6,65,12000,8,0
19,37,0.01,5,1
5,48,50,9,0
4,66,8400,8,0
9,39,0.01,8,1
10,43,0.01,5,0
6,69,6000,2,0
8,79,1260,6,0
16,74,7000,5,0
20,35,0.01,5,1
11,75,6105.32,7,0
8,63,0.02,5,0
7,64,0.01,7,0
6,55,50.01,8,0
5,56,0.01,4,0
7,44,720,9,0
19,47,0.01,8,1
9,62,7000,34,0
5,38,1885.15,18,1
9,47,3000,8,1
7,59,6000,2,0
10,44,0.01,5,0
9,77,2500,2,0
10,77,6105.32,22,1
11,60,0.01,8,0
6,50,17035.88,4,0
7,66,50,9,0
11,55,20000,15,1
10,43,6000,5,0
11,54,0.01,4,1
5,35,0.01,8,0
7,62,4900,14,0
4,71,6000.01,8,0
8,77,11790.27,18,0
15,72,26900.91,3,0
12,78,5000,6,1
10,49,5000,5,0
3,66,7500,3,0
4,71,1000,27,0
11,65,1000,5,0
8,37,0.01,4,0
12,59,10586.82,9,1
8,69,4000,4,1
10,50,1000,6,0
11,55,6000,2,0
9,79,6000,12,0
9,51,7500,1,1
7,49,0.01,8,0
10,32,2000,4,1
8,58,6000,4,0
9,70,100,9,0
9,47,6053.35,7,1
4,67,21506.85,3,0
9,56,10000,1,0
5,68,3052.66,8,0
11,29,0.01,5,1
11,35,420,1,0
6,49,5480,6,1
10,67,20666.88,3,0
8,60,0.01,11,0
9,50,0.01,5,0
15,36,0.01,5,1
6,49,0.01,7,0
6,60,20354.22,3,0
8,65,6053.35,30,1
10,52,1000,1,0
9,66,6050,8,0
11,47,0.01,8,0
7,49,0.01,5,0
7,47,0.01,9,0
5,52,0.01,4,0
13,36,0.01,5,1
2,65,0.01,4,0
14,66,4000,5,0
5,35,300,9,0
9,31,2450,8,0
11,64,3000,11,1
10,43,0.01,5,0
12,47,608.11,2,0
6,48,0.01,5,0
6,58,11700,2,0
16,34,0.01,5,1
7,65,22000.01,9,0
10,43,1500,2,0
12,43,0.01,4,1
9,53,420,4,0
8,58,2000,5,0
9,70,3000,25,0
8,47,50.01,8,0
10,58,3000,1,0
11,70,3000,10,0
12,29,0.01,5,1
8,45,1000,2,0
9,45,0.01,5,0
13,33,0.01,7,0
13,72,9025,7,0
5,69,0.01,9,0
9,46,0.01,14,0
9,59,0.01,11,0
4,56,6000,9,0
8,61,4000,12,0
10,65,0.01,7,0
12,59,1000,9,0
10,51,3000,8,1
10,27,0.02,5,1
10,48,0.01,7,0
11,29,0.01,4,1
9,38,100,1,1
5,61,1000,4,0
11,48,0.01,5,1
8,46,900,9,0
13,53,0.01,6,0
8,65,10000,3,0
7,34,0.01,5,0
8,58,7000,6,1
7,45,1200,7,0
9,47,2000,1,0
9,42,0.01,8,1
9,60,1548.22,26,0
9,31,6000,6,0
9,71,12000,5,0
7,50,1017.55,9,0
14,71,3000,7,0
9,71,15000,5,1
10,45,2650,1,0
13,36,0.01,4,1
6,79,6053.35,5,0
11,72,9000,7,1
5,75,12000,8,1
11,38,500,9,1
5,39,0.01,7,1
6,64,3000,7,0
12,61,1000,8,0
8,46,1500,5,0
12,70,11381.64,3,0
12,65,6315,5,0
14,35,600,5,1
6,68,9000,8,1
9,64,6053.34,6,1
12,47,0.01,4,1
10,72,9000,8,0
10,53,1500,4,0
9,57,0.01,5,0
8,46,0.01,5,0
7,79,3052.66,7,0
14,51,3000,8,0
10,48,16000,1,0
10,47,0.01,5,1
9,66,12000,2,0
10,26,50,5,1
9,48,4000,2,0
6,31,6000,1,1
9,45,0.01,8,0
6,71,15000,5,0
7,52,0.01,8,0
8,51,0.01,5,0
4,68,6000,5,0
4,48,3200,1,0
7,67,1750,11,1
9,70,2500,5,0
16,65,600,5,1
12,48,0.01,5,0
10,46,0.01,7,0
6,52,0.01,4,0
10,49,0.01,4,0
9,76,0.01,9,1
9,52,6000,4,0
9,55,0.01,8,0
18,35,0.01,5,1
6,61,6105.32,8,0
6,41,0.01,7,1
5,42,12444.84,5,1
9,54,2100,7,0
10,38,0.01,8,0
12,73,9000,8,1
10,51,0.01,4,1
5,51,34042.37,12,0
9,58,6000,3,0
8,51,12215.28,6,0
6,58,6000,2,0
13,30,1000,9,1
3,68,6000,5,0
10,60,15000,9,0
12,41,3000,3,1
10,78,10000,4,1
8,48,0.01,5,0
7,76,6000,14,0
18,51,636.57,6,1
10,58,11053.35,5,0
10,49,0.01,6,0
11,58,4620,10,0
11,61,5000,4,0
7,64,13195.7,12,0
8,66,600.01,7,0
8,40,0.01,7,1
1,40,2400,8,0
13,38,9100,1,0
8,63,6000,2,0
10,31,0.01,5,1
9,55,1000,5,0
3,55,5087.76,7,0
4,45,300,9,0
8,64,6545.51,4,0
6,49,3000,5,0
10,31,0.01,4,1
14,73,10000,4,0
9,35,6000,1,1
11,43,1200,1,1
7,51,3000,4,0
10,61,5000,4,0
8,67,4000,6,0
10,63,5000,5,0
5,49,1800,8,0
5,56,1000.01,5,0
9,44,600,4,0
10,38,2000,5,1
24,58,1000,9,1
5,44,0.01,8,0
3,46,2100,2,1
8,56,1000,8,0
11,22,360,6,1
6,46,2200,1,0
5,68,5000,1,0
10,51,3000,6,0
7,36,12000,8,0
8,62,6000,1,0
5,62,18000,13,0
11,74,33266.31,9,0
4,69,3000,8,0
10,48,9465.78,4,0
7,69,4000,9,1
8,52,10000,4,0
8,57,500,1,0
10,69,6107.64,4,0
5,47,9370.38,9,0
6,53,6000,2,0
15,66,6000,8,0
6,67,3000,8,0
8,73,9000,8,0
6,53,6000,2,0
7,57,0.01,7,0
8,40,6000,1,0
7,74,1000,11,0
11,73,20503.07,3,0
6,50,0.01,4,0
11,35,0.01,6,1
7,46,0.01,7,1
16,73,2000.01,7,0
7,51,0.01,4,0
6,62,3000,5,0
6,63,6025,3,0
5,47,500,13,0
7,53,3205,6,0
8,53,25000,1,0
15,38,1600,4,1
13,66,1000,4,0
7,43,0.01,5,0
14,32,0.01,4,1
15,67,5052.66,7,0
11,71,3000,14,0
9,56,6000,5,0
11,69,0.01,8,0
7,43,420,4,0
9,51,0.01,5,0
11,54,0.01,5,0
7,46,0.01,5,0
12,68,30075,4,0
14,60,720,4,1
5,63,2000,12,0
5,47,0.01,9,0
10,45,3500,11,0
9,41,0.01,5,0
11,64,6000,2,0
8,70,1141.73,10,0
10,50,2000,4,0
10,59,1600,9,0
9,42,8000,5,1
9,51,12105.32,8,0
5,38,0.01,8,0
4,59,2500,6,0
8,38,0.01,5,1
7,47,0.01,9,0
7,45,0.01,5,0
8,69,6000.01,8,0
6,48,6000,4,0
10,76,6000,1,1
11,79,3000,9,0
19,33,0.01,8,1
6,58,5141.25,6,0
9,78,18945.75,3,0
7,67,0.01,7,0
8,51,6000,2,0
5,67,6000,2,0
9,51,3000,3,0
14,63,0.01,8,0
7,70,0.01,5,0
8,62,6000,2,0
4,78,5800,7,0
9,70,11000,4,0
12,36,0.01,5,1
3,42,0.01,8,0
5,40,0.01,8,0
9,50,6053.35,6,0
9,65,0.01,9,1
7,43,3000,1,0
5,44,1000,3,1
7,45,0.01,8,0
2,35,0.01,8,1
8,30,0.01,5,1
4,69,3000,5,0
15,45,0.01,4,0
8,36,816,4,0
10,33,36000,1,0
10,45,6000,1,0
9,44,0.01,4,1
13,73,0.01,8,1
5,50,50,10,0
5,73,6000,12,0
4,60,5000,5,0
12,35,0.01,5,1
11,50,225,10,0
20,27,0.01,5,1
9,73,12000,8,0
11,33,0.02,9,1
7,46,0.01,10,0
4,52,11000,2,0
3,66,8535.88,8,0
6,46,200,6,0
14,33,2000,8,1
10,37,1105.39,13,1
6,70,3800,8,0
10,48,1427.01,8,0
12,69,6000,4,1
10,59,6053.35,5,0
9,60,18000,2,1
3,76,0.01,5,0
10,74,0.01,5,1
4,66,1000,4,0
7,63,11500,4,0
7,43,420.01,1,0
3,53,0.01,10,0
10,29,1500,2,1
10,58,0.01,5,0
6,66,5000,14,0
8,55,100.02,8,1
11,63,10600.01,9,0
4,79,50093.63,0,0
8,75,6000,1,0
7,39,0.01,4,1
4,46,1000,7,0
7,56,10000,5,0
12,65,6000,2,1
14,73,22000,21,0
9,47,0.01,5,1
11,63,0.01,8,1
8,56,0.01,5,0
7,52,420.01,10,0
5,62,12000,8,0
9,35,50,6,1
16,49,6807.84,9,1
10,53,4000,5,0
9,33,0.02,4,1
4,40,4500,1,0
8,45,0.01,8,0
11,31,0.01,4,0
12,39,1000.01,8,1
18,56,0.01,4,1
8,47,3780,7,0
11,32,0.01,5,1
12,60,920,3,0
10,44,0.01,7,0
5,40,1250,5,0
11,70,21604.36,9,1
4,50,420,9,0
7,46,2000,4,1
11,33,18000,3,0
13,60,5000,18,0
